sub,Response,response_vc,Correct,Spreadsheet: display,Spreadsheet: sent,Spreadsheet: sent_1,Spreadsheet: word_1,stim_length,Spreadsheet: card_1,Spreadsheet: card_2,Spreadsheet: corr_1,ons_con,vowel
12268983,kep,0,1,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,p,e
12268983,kack,0,0,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12268983,pip,0,0,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12268983,kib,1,1,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12268983,pap,0,0,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12268983,kack,0,0,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12268983,keb,1,0,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,k,e
12268983,pib,1,1,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12268983,pep,0,0,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12268983,pib,1,0,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12268983,pep,0,1,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12268983,kip,0,1,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,k,i
12268983,kep,0,0,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12268983,kip,0,0,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12268983,pab,1,1,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12268983,pap,0,1,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12268983,kack,0,1,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12271250,kack,0,1,Trials_blk1,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12271250,pap,0,1,Trials_blk1,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12271250,kib,1,0,Trials_blk1,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,p,i
12271250,pib,1,0,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12271250,keb,1,1,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12271250,pep,0,1,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12271250,pep,0,0,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12271250,kep,0,1,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,p,e
12271250,kack,0,0,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12271250,pip,0,0,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12271250,kip,0,0,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12271250,pap,0,0,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12271250,kack,0,0,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12271250,kep,0,1,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,k,e
12271250,pip,0,0,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12271250,pep,0,0,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12271250,pib,1,0,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12271250,pep,0,1,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12271250,kib,1,0,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,k,i
12271250,keb,1,1,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12271250,kip,0,0,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12271250,pap,0,0,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12271250,pap,0,1,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12271250,kack,0,1,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12271545,kack,0,1,Trials_blk1,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12271545,pap,0,1,Trials_blk1,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12271545,kip,0,1,Trials_blk1,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,p,i
12271545,pip,0,1,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12271545,kep,0,0,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12271545,peb,1,0,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12271545,pep,0,0,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12271545,kep,0,1,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,p,e
12271545,kag,1,1,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12271545,pip,0,0,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12271545,kip,0,0,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12271545,pab,1,1,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12271545,kack,0,0,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12271545,kep,0,1,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,k,e
12271545,pip,0,0,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12271545,pep,0,0,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12271545,pib,1,0,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12271545,pep,0,1,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12271545,kip,0,1,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,k,i
12271545,keb,1,1,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12271545,kip,0,0,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12271545,pab,1,1,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12271545,pab,1,0,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12271545,kack,0,1,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12275516,kack,0,1,Trials_blk1,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12275516,pap,0,1,Trials_blk1,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12275516,kip,0,1,Trials_blk1,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,p,i
12275516,pib,1,0,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12275516,kep,0,0,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12275516,pep,0,1,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12275516,pep,0,0,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12275516,kep,0,1,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,p,e
12275516,kack,0,0,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12275516,pip,0,0,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12275516,kip,0,0,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12275516,pab,1,1,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12275516,kag,1,1,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12275516,kep,0,1,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,k,e
12275516,pip,0,0,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12275516,peb,1,1,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12275516,pip,0,1,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12275516,pep,0,1,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12275516,kip,0,1,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,k,i
12275516,keb,1,1,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12275516,kip,0,0,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12275516,pap,0,0,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12275516,pap,0,1,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12275516,kag,1,0,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12278944,kack,0,1,Trials_blk1,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12278944,pap,0,1,Trials_blk1,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12278944,kib,1,0,Trials_blk1,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,p,i
12278944,pib,1,0,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12278944,kep,0,0,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12278944,pep,0,1,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12278944,peb,1,1,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12278944,kep,0,1,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,p,e
12278944,kack,0,0,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12278944,pip,0,0,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12278944,kib,1,1,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12278944,pap,0,0,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12278944,kack,0,0,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12278944,kep,0,1,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,k,e
12278944,pip,0,0,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12278944,peb,1,1,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12278944,pip,0,1,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12278944,peb,1,0,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12278944,kip,0,1,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,k,i
12278944,kep,0,0,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12278944,kip,0,0,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12278944,pap,0,0,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12278944,pap,0,1,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12278944,kag,1,0,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12288528,kag,1,0,Trials_blk1,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12288528,pab,1,0,Trials_blk1,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12288528,kip,0,1,Trials_blk1,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,p,i
12288528,pip,0,1,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12288528,kep,0,0,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12288528,peb,1,0,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12288528,pep,0,0,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12288528,kep,0,1,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,p,e
12288528,kack,0,0,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12288528,pib,1,1,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12288528,kip,0,0,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12288528,pap,0,0,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12288528,kag,1,1,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12288528,kep,0,1,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,k,e
12288528,pib,1,1,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12288528,pep,0,0,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12288528,pip,0,1,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12288528,peb,1,0,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12288528,kip,0,1,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,k,i
12288528,kep,0,0,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12288528,kib,1,1,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12288528,pap,0,0,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12288528,pap,0,1,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12288528,kack,0,1,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12291266,kack,0,1,Trials_blk1,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a
12291266,pap,0,1,Trials_blk1,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12291266,kip,0,1,Trials_blk1,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,p,i
12291266,pip,0,1,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12291266,kep,0,0,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12291266,pep,0,1,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12291266,peb,1,1,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12291266,kep,0,1,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,p,e
12291266,kag,1,1,Trials_blk1,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12291266,pib,1,1,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12291266,kip,0,0,Trials_blk1,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12291266,pap,0,0,Trials_blk1,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12291266,kack,0,0,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,long,kag,kack,kag,k,a
12291266,kep,0,1,Trials_blk2,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,short,kep,keb,kep,k,e
12291266,pip,0,0,Trials_blk2,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,long,pip,pib,pib,p,i
12291266,peb,1,1,Trials_blk2,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,long,pep,peb,peb,p,e
12291266,pip,0,1,Trials_blk2,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,short,pib,pip,pip,p,i
12291266,pep,0,1,Trials_blk2,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,short,peb,pep,pep,p,e
12291266,kip,0,1,Trials_blk2,Peg has a tot that said ___,ki_50_sent.mp3,ki_50_word.mp3,short,kip,kib,kip,k,i
12291266,keb,1,1,Trials_blk2,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,long,keb,kep,keb,k,e
12291266,kip,0,0,Trials_blk2,Peg has a tot that said ___,ki_150_sent.mp3,ki_150_word.mp3,long,kib,kip,kib,k,i
12291266,pap,0,0,Trials_blk2,Kip has a toad named ___,pa_125_sent.mp3,pa_125_word.mp3,long,pab,pap,pab,p,a
12291266,pap,0,1,Trials_blk2,Kip has a toad named ___,pa_25_sent.mp3,pa_25_word.mp3,short,pap,pab,pap,p,a
12291266,kack,0,1,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,short,kack,kag,kack,k,a